1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258623943	20250820	202508	2025	2025.6301											COP	POLICE						COP			1	112	112	11	3	-2.0	2	1	2	-12.8421052631579	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250820163000	https://www.live5news.com/2025/08/20/sullivans-island-man-faces-new-charge-alleged-domestic-violence-occurrence/
1258623944	20250820	202508	2025	2025.6301											CRI	COSTA RICA	CRI								0	042	042	04	1	1.9	5	1	5	-2.85103349964362	0								1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20250820163000	https://www.mondaq.com:443/unitedstates/trials-appeals-compensation/1668476/podcast-the-godfather-of-houston
1258623945	20250820	202508	2025	2025.6301											CUB	CUBAN	CUB								1	042	042	04	1	1.9	3	1	3	0.96741344195519	0								3	North Kingstown, Rhode Island, United States	US	USRI		41.5501	-71.4662	1219340	3	North Kingstown, Rhode Island, United States	US	USRI		41.5501	-71.4662	1219340	20250820163000	https://techxplore.com/news/2025-08-winged-ferry-glides-pelican-coastal.html
1258623946	20250820	202508	2025	2025.6301											CVL	NEIGHBORHOOD						CVL			1	020	020	02	1	3.0	10	1	10	-7.64525993883792	0								3	Lancaster County, Pennsylvania, United States	US	USPA		40.2504	-76.25	1209181	3	Lancaster County, Pennsylvania, United States	US	USPA		40.2504	-76.25	1209181	20250820163000	https://lancasteronline.com/news/local/federal-judge-dismisses-main-counts-in-ricardo-mu-oz-wrongful-death-suit-against-lancaster-ctiy/article_2e18236b-e668-474e-8b4c-cd6f2245a6d9.html
1258623947	20250820	202508	2025	2025.6301											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	5	1	5	1.60320641282565	0								4	Ondangwa, Oshana, Namibia	WA	WA37	22326	-17.9167	15.95	-2585186	4	Ondangwa, Oshana, Namibia	WA	WA37	22326	-17.9167	15.95	-2585186	20250820163000	https://allafrica.com/stories/202508200484.html
1258623948	20250820	202508	2025	2025.6301											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	2	1	2	-2.01005025125628	0								3	Gas Works Park, Washington, United States	US	USWA		47.6454	-122.335	1531765	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258623949	20250820	202508	2025	2025.6301											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	10	1	10	-0.86505190311419	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250820163000	https://www.thestranger.com/slog-am/2025/08/20/80203517/slog-am-nightmare-on-seattle-area-fred-meyers-christian-supremacists-move-event-to-gas-works-park-show-some-superhero-love-to-eelgrass
1258623950	20250820	202508	2025	2025.6301											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	5	1	5	-0.17953321364452	0								4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20250820163000	https://allafrica.com/stories/202508200482.html
1258623951	20250820	202508	2025	2025.6301											CVL	SMALL TOWN						CVL			1	042	042	04	1	1.9	5	1	5	-0.44444444444445	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250820163000	https://www.timesgazette.com/2025/08/20/the-legend-of-joes-thumb/
1258623952	20250820	202508	2025	2025.6301											CVL	VILLAGER						CVL			1	043	043	04	1	2.8	10	1	10	-10.0917431192661	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20250820163000	https://www.prokerala.com/news/articles/a1666025.html
1258623953	20250820	202508	2025	2025.6301											CVL	IMMIGRANT						CVL			1	130	130	13	3	-4.4	10	1	10	-7.46268656716414	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250820163000	https://brooklyneagle.com/articles/2025/08/20/legal-aid-statement-on-the-expansion-of-the-quality-of-life-teams/
1258623954	20250820	202508	2025	2025.6301											EDU	STUDENT						EDU			0	014	014	01	1	0.0	6	1	6	0.39900249376558	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258623955	20250820	202508	2025	2025.6301											EDU	SCIENCE CONGRESS						EDU			1	036	036	03	1	4.0	4	1	4	2.83687943262412	0								4	Kasaragod, Kerala, India	IN	IN13	17701	12.5	75	-2099945	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250820163000	https://indiaeducationdiary.in/32nd-swadeshi-science-congress-to-be-held-at-central-university-of-kerala/
1258623956	20250820	202508	2025	2025.6301											EDU	STUDENT						EDU			1	042	042	04	1	1.9	2	1	2	4.22297297297298	0								3	Walker County, Georgia, United States	US	USGA		34.7501	-85.3	354216	3	Walker County, Georgia, United States	US	USGA		34.7501	-85.3	354216	20250820163000	https://coosavalleynews.com/2025/08/adventhealth-gntc-host-first-nursing-orientation-under-new-partnership/
1258623957	20250820	202508	2025	2025.6301											EDU	STUDENT						EDU			1	043	043	04	1	2.8	6	1	6	0.39900249376558	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258623958	20250820	202508	2025	2025.6301											EDU	STUDENT						EDU			1	043	043	04	1	2.8	4	1	4	0.39900249376558	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258623959	20250820	202508	2025	2025.6301											EDU	SCHOOL						EDU			0	050	050	05	1	3.5	10	1	10	0.5994005994006	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258623960	20250820	202508	2025	2025.6301											EDUHLH	COLLEGE						EDU	HLH		1	042	042	04	1	1.9	10	1	10	-10.0917431192661	0								4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	20250820163000	https://www.prokerala.com/news/articles/a1666025.html
1258623961	20250820	202508	2025	2025.6301											EUR	EUROPE	EUR								1	043	043	04	1	2.8	5	1	5	2.50922509225092	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250820163000	https://www.computerweekly.com/feature/ChatGPT-Everything-you-need-to-know
1258623962	20250820	202508	2025	2025.6301											FRA	LILLE	FRA								1	040	040	04	1	1.0	10	1	10	-3.25203252032521	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250820163000	https://www.citizen.co.za/news/de-lille-dissolves-sa-tourism-board-but-outa-calls-her-decision-disgraceful/
1258623963	20250820	202508	2025	2025.6301											GBR	LONDON	GBR								1	020	020	02	1	3.0	7	1	7	3.53982300884956	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250820163000	https://www.billboard.com/music/pop/bts-movie-weeks-four-concert-films-4k-across-globe-details-1236047882/
1258623964	20250820	202508	2025	2025.6301											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	5	1	5	1.31578947368421	0								4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	20250820163000	https://www.thehindubusinessline.com/news/tn-cm-stalin-to-lead-state-delegation-to-uk-germany-later-this-month/article69956817.ece
1258623965	20250820	202508	2025	2025.6301											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	-1.32231404958677	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250820163000	https://www.ibtimes.co.in/meet-jaan-faissal-khan-believes-this-aamir-khans-secret-son-jessica-hines-pics-886445
1258623966	20250820	202508	2025	2025.6301											GBR	LIVERPOOL	GBR								1	170	170	17	4	-7.0	10	1	10	-2.69865067466267	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20250820163000	https://www.liverpoolecho.co.uk/news/liverpool-news/council-insists-new-liverpool-litter-32316422
1258623967	20250820	202508	2025	2025.6301											GBR	SCOTLAND	GBR								1	173	173	17	4	-5.0	20	2	20	-4.09616891798441	0								4	Dumfries, Dumfries and Galloway, United Kingdom	UK	UKU2	40176	55.0667	-3.55	-2594813	4	Dumfries, Dumfries and Galloway, United Kingdom	UK	UKU2	40176	55.0667	-3.55	-2594813	20250820163000	https://www.thetimes.com/uk/scotland/article/labour-msp-colin-smyth-charged-child-sex-abuse-images-cnqmpdlpd
1258623968	20250820	202508	2025	2025.6301											GBRCOP	BIRMINGHAM	GBR					COP			1	190	190	19	4	-10.0	10	1	10	-3.52941176470588	0								0								0								20250820163000	https://abc3340.com/news/local/man-injured-in-north-birmingham-stops-at-uab-campus-for-help
1258623969	20250820	202508	2025	2025.6301											GBRMED	BRITISH	GBR					MED			1	040	040	04	1	1.0	7	1	7	-5.53129548762737	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20250820163000	https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/faissal-khan-says-aamir-khan-started-getting-jealous-of-him-i-got-more-appreciation-in-mela-which-caused-sibling-rivalry/articleshow/123414134.cms
1258623970	20250820	202508	2025	2025.6301											GOV	FOREIGN SECRETARY						GOV			0	020	020	02	1	3.0	6	1	6	-0.73964497041421	0								4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20250820163000	https://www.politico.eu/article/uk-government-trade-department-20-percent-workforce-cut/
1258623971	20250820	202508	2025	2025.6301											GOV	MAYOR						GOV			0	020	020	02	1	3.0	6	1	6	-6.23441396508728	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250820163000	https://havanatimes.org/news/international-news-briefs-for-wednesday-august-20-2025/
1258623972	20250820	202508	2025	2025.6301											GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	6	1	6	0.40485829959514	0								3	Edgecombe County, North Carolina, United States	US	USNC		35.9002	-77.583	1008551	3	Edgecombe County, North Carolina, United States	US	USNC		35.9002	-77.583	1008551	20250820163000	https://www.rockymounttelegram.com/news/local/atkinson-named-first-vp-of-nc-sheriffs-association/article_e50dde3e-77df-4c3d-9b30-d35a5ef33133.html
1258623973	20250820	202508	2025	2025.6301											GOV	GOVERNMENT						GOV			0	036	036	03	1	4.0	10	1	10	0.39900249376558	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258623974	20250820	202508	2025	2025.6301											GOV	CHIEF EXECUTIVE						GOV			1	040	040	04	1	1.0	6	1	6	3.54767184035477	0								4	Oak Valley, Western Australia, Australia	AS	AS08	5485	-31.036	116.686	11459744	4	Oak Valley, Western Australia, Australia	AS	AS08	5485	-31.036	116.686	11459744	20250820163000	https://www.pv-magazine.com/2025/08/20/australia-funds-solar-microgrids-to-replace-diesel-in-remote-first-nations-towns/
1258623975	20250820	202508	2025	2025.6301											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	2	1	2	0.39787798408489	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258623976	20250820	202508	2025	2025.6301											GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	6	1	6	-8.02675585284278	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250820163000	https://dailytimes.com.pk/1356710/israel-readies-gaza-city-invasion-amid-ceasefire-push/
1258623977	20250820	202508	2025	2025.6301											GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	8	1	8	2.97918162239771	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250820163000	https://www.juniorminingnetwork.com/junior-miner-news/press-releases/2494-tsx-venture/mgm/185818-maple-gold-announces-5-million-non-brokered-private-placement-led-by-strategic-investor-michael-gentile-and-provides-corporate-update.html
1258623978	20250820	202508	2025	2025.6301											GUYEDU	GEORGETOWN	GUY					EDU			0	051	051	05	1	3.4	5	1	5	0.39900249376558	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/new-tax-credit-a-boon-to-private-schools-will-washington-state-opt-in,385688
1258623979	20250820	202508	2025	2025.6301											HLH	HOSPITAL						HLH			1	036	036	03	1	4.0	10	1	10	-2.65306122448979	0								3	Ardmore, Pennsylvania, United States	US	USPA	PA091	40.0068	-75.2855	1168378	3	Ardmore, Pennsylvania, United States	US	USPA	PA091	40.0068	-75.2855	1168378	20250820163000	https://www.delcotimes.com/2025/08/20/septa-cuts-will-deeply-impact-delaware-county/
1258623980	20250820	202508	2025	2025.6301											HLH	NURSE						HLH			0	036	036	03	1	4.0	10	1	10	0.5994005994006	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258623981	20250820	202508	2025	2025.6301											HLH	HOSPITAL						HLH			0	040	040	04	1	1.0	3	1	3	-1.10429447852761	0								4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	20250820163000	https://www.bssnews.net/at-a-glance/303285
1258623982	20250820	202508	2025	2025.6301											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-9.14826498422713	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250820163000	https://www.shorenewsnetwork.com/2025/08/20/woman-killed-in-delaware-crash-after-suv-pulls-into-path-of-tractor-trailer/
1258623983	20250820	202508	2025	2025.6301											HLH	NURSE						HLH			1	060	060	06	2	6.0	2	1	2	0.5994005994006	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258623984	20250820	202508	2025	2025.6301											HLH	NURSE						HLH			1	060	060	06	2	6.0	3	1	3	0.5994005994006	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258623985	20250820	202508	2025	2025.6301											HLH	NURSE						HLH			1	060	060	06	2	6.0	5	1	5	0.5994005994006	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20250820163000	https://www.beckershospitalreview.com/workforce/the-next-major-workforce-crisis-systems-are-tackling/
1258623986	20250820	202508	2025	2025.6301											IDN	PALEMBANG	IDN								0	042	042	04	1	1.9	6	1	6	5.37037037037037	0								4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623987	20250820	202508	2025	2025.6301											IDN	INDONESIA	IDN								0	042	042	04	1	1.9	2	1	2	5.37037037037037	0								4	Palembang, (ID25), Indonesia	ID	ID25	18585	-2.91667	104.75	-2690401	5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623988	20250820	202508	2025	2025.6301											IDN	PALEMBANG	IDN								0	042	042	04	1	1.9	2	1	2	5.37037037037037	0								5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	5	South Sumatra, Sumatera Selatan, Indonesia	ID	ID32	18585	-2.75	103.833	-2698117	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623989	20250820	202508	2025	2025.6301											IDN	LAMPUNG	IDN								1	042	042	04	1	1.9	10	1	10	5.37037037037037	0								4	Kertapati, Jawa Barat, Indonesia	ID	ID30	18585	-6.9606	108.557	10196662	4	Kertapati, Jawa Barat, Indonesia	ID	ID30	18585	-6.9606	108.557	10196662	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623990	20250820	202508	2025	2025.6301											IDN	INDONESIA	IDN								0	051	051	05	1	3.4	10	1	10	5.37037037037037	0								4	Tarahan, Lampung, Indonesia	ID	ID15	18585	-5.5568	105.373	-2699736	4	Tarahan, Lampung, Indonesia	ID	ID15	18585	-5.5568	105.373	-2699736	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623991	20250820	202508	2025	2025.6301											IDN	INDONESIA	IDN								1	090	090	09	2	-2.0	6	1	6	5.37037037037037	0								4	Tanjungkarang, Lampung, Indonesia	ID	ID15	18585	-5.42544	105.258	-2699515	4	Tanjungkarang, Lampung, Indonesia	ID	ID15	18585	-5.42544	105.258	-2699515	20250820163000	https://en.antaranews.com/news/374461/kai-launches-operation-of-new-cc-205-locomotives-from-the-united-states-at-tanjungkarang-station
1258623992	20250820	202508	2025	2025.6301											IND	MUMBAI	IND								1	040	040	04	1	1.0	3	1	3	4.73684210526316	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20250820163000	https://www.thehindubusinessline.com/economy/agri-business/sri-lanka-pushes-for-more-tea-exports-to-india/article69956475.ece
1258623993	20250820	202508	2025	2025.6301											IND	COIMBATORE	IND								0	042	042	04	1	1.9	10	1	10	1.31578947368421	0								4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	20250820163000	https://www.thehindubusinessline.com/news/tn-cm-stalin-to-lead-state-delegation-to-uk-germany-later-this-month/article69956817.ece
